   Year      Age       Female       Male         Total
   1874       19     0.007652     0.007111     0.007381 
   1874       20     0.008002     0.008273     0.008138 
   1874       21     0.008260     0.009117     0.008690 
   1874       22     0.008478     0.009621     0.009052 
   1874       23     0.008727     0.009833     0.009283 
   1874       24     0.008976     0.009714     0.009347 
   1874       25     0.009103     0.009260     0.009182 
   1874       26     0.009033     0.008690     0.008860 
   1874       27     0.008747     0.008118     0.008431 
   1874       28     0.008754     0.007931     0.008338 
   1874       29     0.008918     0.008087     0.008496 
   1874       30     0.008917     0.008331     0.008619 
   1874       31     0.008883     0.008520     0.008698 
   1874       32     0.008961     0.008749     0.008853 
   1874       33     0.009071     0.008973     0.009021 
   1874       34     0.009169     0.009078     0.009123 
   1874       35     0.009173     0.009050     0.009111 
   1874       36     0.009139     0.009030     0.009083 
   1874       37     0.009144     0.009121     0.009132 
   1874       38     0.009337     0.009468     0.009403 
   1874       39     0.009591     0.009981     0.009790 
   1874       40     0.009758     0.010451     0.010111 
   1874       41     0.009890     0.010821     0.010364 
   1874       42     0.010179     0.011268     0.010734 
   1874       43     0.010484     0.011776     0.011139 
   1874       44     0.010699     0.012128     0.011417 
   1874       45     0.011030     0.012337     0.011686 
   1874       46     0.011407     0.012661     0.012037 
   1874       47     0.011832     0.013137     0.012488 
   1874       48     0.012369     0.013893     0.013134 
   1874       49     0.013047     0.014905     0.013979 
   1874       50     0.013725     0.015969     0.014851 
   1874       51     0.014362     0.016909     0.015640 
   1874       52     0.015062     0.017805     0.016439 
   1874       53     0.015784     0.018717     0.017251 
   1874       54     0.016545     0.019550     0.018044 
   1874       55     0.017348     0.020194     0.018767 
   1874       56     0.018364     0.021070     0.019713 
   1874       57     0.019711     0.022340     0.021022 
   1874       58     0.021572     0.023873     0.022727 
   1874       59     0.024000     0.026056     0.025039 
   1874       60     0.026709     0.028839     0.027785 
   1874       61     0.029358     0.031528     0.030454 
   1874       62     0.031997     0.034158     0.033089 
   1874       63     0.033994     0.036850     0.035421 
   1874       64     0.035577     0.039243     0.037386 
   1874       65     0.038063     0.041634     0.039825 
   1874       66     0.041032     0.044509     0.042747 
   1874       67     0.044513     0.047899     0.046183 
   1874       68     0.048516     0.052719     0.050570 
   1874       69     0.054037     0.059084     0.056487 
   1874       70     0.061318     0.066684     0.063922 
   1874       71     0.068896     0.074662     0.071694 
   1874       72     0.076433     0.082663     0.079457 
   1874       73     0.082999     0.091513     0.087089 
   1874       74     0.089031     0.100413     0.094439 
   1874       75     0.095991     0.108614     0.101983 
   1874       76     0.103810     0.117292     0.110189 
   1874       77     0.112278     0.125928     0.118694 
   1874       78     0.118003     0.132091     0.124510 
   1874       79     0.124985     0.138417     0.131040 
   1874       80     0.141950     0.157296     0.148571 
   1874       81     0.156165     0.169862     0.161871 
   1874       82     0.172125     0.184793     0.177227 
   1874       83     0.189140     0.201275     0.193896 
   1874       84     0.205775     0.218824     0.210808 
   1874       85     0.220385     0.237891     0.227113 
   1874       86     0.234755     0.255248     0.242681 
   1874       87     0.249729     0.270349     0.257803 
   1874       88     0.265215     0.284428     0.272826 
   1874       89     0.281537     0.298776     0.288396 
   1874       90     0.300001     0.314020     0.305542 
   1874       91     0.316444     0.328408     0.321095 
   1874       92     0.328831     0.337645     0.332191 
   1874       93     0.336776     0.335946     0.336462 
   1874       94     0.347501     0.334589     0.342578 
   1874       95     0.378429     0.359211     0.370872 
   1874       96     0.425075     0.395922     0.413035 
   1874       97     0.498148     0.473558     0.487626 
   1874       98     0.594015     0.629286     0.609067 
   1874       99     0.693589     0.847965     0.758589 
   1874      100     0.488846     0.774276     0.612389 
   1874      101     0.514087     0.846500     0.666792 
   1874      102     0.547284     0.965035     0.748260 
   1874      103     0.605452     1.193234     0.889164 
   1874      104     0.890026     1.563429     1.245625 
   1874      105     4.219780     1.990783     2.377143 
   1875        0     0.161992     0.191751     0.177280 
   1875        1     0.043433     0.043250     0.043340 
   1875        2     0.031380     0.031281     0.031330 
   1875        3     0.021691     0.021608     0.021649 
   1875        4     0.013722     0.013930     0.013826 
   1875        5     0.010022     0.010393     0.010205 
   1875        6     0.007580     0.007722     0.007650 
   1875        7     0.005723     0.005697     0.005710 
   1875        8     0.004523     0.004394     0.004460 
   1875        9     0.004061     0.003792     0.003927 
   1875       10     0.004142     0.003758     0.003948 
   1875       11     0.004259     0.003821     0.004038 
   1875       12     0.004431     0.003865     0.004145 
   1875       13     0.004628     0.003864     0.004242 
   1875       14     0.004854     0.003836     0.004341 
   1875       15     0.005275     0.003958     0.004612 
   1875       16     0.005832     0.004398     0.005110 
   1875       17     0.006325     0.005092     0.005704 
   1875       18     0.006955     0.006219     0.006584 
   1875       19     0.007747     0.007907     0.007827 
   1875       20     0.008336     0.009660     0.009000 
   1875       21     0.008611     0.010678     0.009648 
   1875       22     0.008789     0.011153     0.009974 
   1875       23     0.008921     0.011165     0.010045 
   1875       24     0.009071     0.010718     0.009898 
   1875       25     0.009232     0.009913     0.009575 
   1875       26     0.009379     0.009271     0.009324 
   1875       27     0.009325     0.008687     0.009004 
   1875       28     0.009120     0.008251     0.008683 
   1875       29     0.009337     0.008391     0.008858 
   1875       30     0.009695     0.008876     0.009279 
   1875       31     0.009773     0.009175     0.009469 
   1875       32     0.009810     0.009360     0.009581 
   1875       33     0.009963     0.009581     0.009769 
   1875       34     0.010135     0.009736     0.009932 
   1875       35     0.010244     0.009741     0.009987 
   1875       36     0.010224     0.009751     0.009983 
   1875       37     0.010156     0.009828     0.009988 
   1875       38     0.010138     0.010068     0.010102 
   1875       39     0.010298     0.010621     0.010463 
   1875       40     0.010460     0.011297     0.010887 
   1875       41     0.010546     0.011765     0.011168 
   1875       42     0.010659     0.012116     0.011402 
   1875       43     0.011012     0.012587     0.011816 
   1875       44     0.011375     0.013118     0.012257 
   1875       45     0.011630     0.013463     0.012549 
   1875       46     0.012058     0.013811     0.012936 
   1875       47     0.012538     0.014336     0.013440 
   1875       48     0.013064     0.015035     0.014053 
   1875       49     0.013729     0.016058     0.014896 
   1875       50     0.014518     0.017299     0.015911 
   1875       51     0.015258     0.018372     0.016818 
   1875       52     0.016008     0.019309     0.017662 
   1875       53     0.016908     0.020273     0.018595 
   1875       54     0.017910     0.021324     0.019616 
   1875       55     0.019020     0.022373     0.020691 
   1875       56     0.020288     0.023471     0.021873 
   1875       57     0.021797     0.024885     0.023335 
   1875       58     0.023586     0.026657     0.025115 
   1875       59     0.025823     0.028644     0.027236 
   1875       60     0.028589     0.031259     0.029933 
   1875       61     0.031354     0.034081     0.032727 
   1875       62     0.034033     0.036733     0.035392 
   1875       63     0.036954     0.039554     0.038263 
   1875       64     0.039254     0.042671     0.040953 
   1875       65     0.041224     0.045618     0.043377 
   1875       66     0.044824     0.049116     0.046927 
   1875       67     0.048868     0.053091     0.050937 
   1875       68     0.053249     0.057413     0.055288 
   1875       69     0.058181     0.063120     0.060583 
   1875       70     0.064566     0.070219     0.067304 
   1875       71     0.072034     0.078111     0.074977 
   1875       72     0.079869     0.086559     0.083110 
   1875       73     0.088114     0.095649     0.091766 
   1875       74     0.095650     0.106515     0.100861 
   1875       75     0.103219     0.118251     0.110342 
   1875       76     0.112714     0.128914     0.120379 
   1875       77     0.123540     0.139758     0.131184 
   1875       78     0.134856     0.149373     0.141650 
   1875       79     0.141252     0.153475     0.146861 
   1875       80     0.156498     0.167937     0.161555 
   1875       81     0.172255     0.180220     0.175667 
   1875       82     0.190075     0.196370     0.192681 
   1875       83     0.209072     0.216295     0.211963 
   1875       84     0.227047     0.239349     0.231831 
   1875       85     0.241550     0.264632     0.250356 
   1875       86     0.255153     0.287519     0.267408 
   1875       87     0.269434     0.305717     0.283234 
   1875       88     0.284979     0.319326     0.298211 
   1875       89     0.303735     0.330920     0.314357 
   1875       90     0.328619     0.344228     0.334767 
   1875       91     0.352276     0.357123     0.354180 
   1875       92     0.370819     0.368534     0.369934 
   1875       93     0.382092     0.373745     0.378913 
   1875       94     0.388230     0.373569     0.382664 
   1875       95     0.400564     0.391187     0.396960 
   1875       96     0.405620     0.401972     0.404172 
   1875       97     0.403636     0.403366     0.403523 
   1875       98     0.408122     0.448420     0.425379 
   1875       99     0.425025     0.606416     0.498018 
   1875      100     0.403975     0.617301     0.481285 
   1875      101     0.402398     0.654584     0.494150 
   1875      102     0.397937     0.686813     0.506664 
   1875      103     0.400000     0.780108     0.542754 
   1875      104     0.432039     1.176883     0.667405 
   1875      105     0.457478     4.192771     1.188679 
   1876        0     0.161001     0.187955     0.174813 
   1876        1     0.040460     0.040883     0.040676 
   1876        2     0.029957     0.030595     0.030282 
   1876        3     0.020419     0.020848     0.020637 
   1876        4     0.013798     0.013996     0.013899 
   1876        5     0.010259     0.010560     0.010410 
   1876        6     0.007558     0.007834     0.007694 
   1876        7     0.005764     0.005784     0.005774 
   1876        8     0.004571     0.004430     0.004502 
   1876        9     0.003965     0.003761     0.003865 
   1876       10     0.003999     0.003689     0.003845 
   1876       11     0.004218     0.003747     0.003980 
   1876       12     0.004433     0.003841     0.004134 
   1876       13     0.004714     0.003928     0.004317 
   1876       14     0.005058     0.004006     0.004527 
   1876       15     0.005478     0.004158     0.004812 
   1876       16     0.005970     0.004611     0.005286 
   1876       17     0.006550     0.005390     0.005966 
   1876       18     0.007181     0.006530     0.006853 
   1876       19     0.007839     0.008048     0.007945 
   1876       20     0.008398     0.009792     0.009099 
   1876       21     0.008796     0.011079     0.009940 
   1876       22     0.008954     0.011565     0.010261 
   1876       23     0.008963     0.011423     0.010194 
   1876       24     0.008902     0.010755     0.009829 
   1876       25     0.008945     0.009794     0.009371 
   1876       26     0.009102     0.009083     0.009093 
   1876       27     0.009304     0.008761     0.009031 
   1876       28     0.009281     0.008520     0.008898 
   1876       29     0.009422     0.008734     0.009076 
   1876       30     0.009528     0.009071     0.009297 
   1876       31     0.009647     0.009415     0.009529 
   1876       32     0.009716     0.009729     0.009723 
   1876       33     0.009721     0.009916     0.009820 
   1876       34     0.009684     0.009997     0.009844 
   1876       35     0.009731     0.010068     0.009903 
   1876       36     0.009796     0.010215     0.010010 
   1876       37     0.009850     0.010413     0.010138 
   1876       38     0.009846     0.010594     0.010229 
   1876       39     0.009955     0.010942     0.010460 
   1876       40     0.010083     0.011380     0.010746 
   1876       41     0.010249     0.011838     0.011059 
   1876       42     0.010548     0.012324     0.011454 
   1876       43     0.010795     0.012680     0.011756 
   1876       44     0.011154     0.013087     0.012139 
   1876       45     0.011356     0.013515     0.012446 
   1876       46     0.011667     0.014120     0.012893 
   1876       47     0.012175     0.014751     0.013463 
   1876       48     0.012707     0.015469     0.014089 
   1876       49     0.013356     0.016399     0.014880 
   1876       50     0.014113     0.017517     0.015817 
   1876       51     0.014813     0.018537     0.016675 
   1876       52     0.015597     0.019518     0.017559 
   1876       53     0.016314     0.020322     0.018320 
   1876       54     0.017044     0.021036     0.019042 
   1876       55     0.017820     0.021843     0.019826 
   1876       56     0.018892     0.022917     0.020896 
   1876       57     0.020314     0.024340     0.022318 
   1876       58     0.022129     0.026215     0.024163 
   1876       59     0.024090     0.028258     0.026164 
   1876       60     0.026820     0.030898     0.028859 
   1876       61     0.029554     0.033537     0.031551 
   1876       62     0.032302     0.036322     0.034318 
   1876       63     0.035030     0.039013     0.037028 
   1876       64     0.038145     0.042057     0.040108 
   1876       65     0.039818     0.044703     0.042235 
   1876       66     0.042244     0.048406     0.045245 
   1876       67     0.045958     0.052185     0.048990 
   1876       68     0.050081     0.056380     0.053148 
   1876       69     0.054721     0.061127     0.057838 
   1876       70     0.059753     0.066816     0.063173 
   1876       71     0.065497     0.073334     0.069283 
   1876       72     0.072590     0.081398     0.076843 
   1876       73     0.080696     0.091031     0.085684 
   1876       74     0.089658     0.102213     0.095712 
   1876       75     0.098073     0.115890     0.106549 
   1876       76     0.107181     0.128341     0.117175 
   1876       77     0.117565     0.139848     0.128049 
   1876       78     0.129052     0.150715     0.139184 
   1876       79     0.139768     0.157809     0.148136 
   1876       80     0.150348     0.167054     0.157870 
   1876       81     0.165640     0.179300     0.171636 
   1876       82     0.183147     0.195937     0.188592 
   1876       83     0.202120     0.217035     0.208254 
   1876       84     0.220329     0.241553     0.228745 
   1876       85     0.234766     0.266738     0.247020 
   1876       86     0.247623     0.288299     0.262819 
   1876       87     0.260472     0.303105     0.276221 
   1876       88     0.273935     0.310137     0.287381 
   1876       89     0.289695     0.313688     0.298769 
   1876       90     0.310911     0.322862     0.315529 
   1876       91     0.331899     0.335246     0.333212 
   1876       92     0.348403     0.351592     0.349656 
   1876       93     0.361230     0.378305     0.367836 
   1876       94     0.380629     0.427767     0.398449 
   1876       95     0.427405     0.521571     0.462479 
   1876       96     0.484929     0.636720     0.541279 
   1876       97     0.542441     0.740991     0.617611 
   1876       98     0.616246     0.830047     0.701221 
   1876       99     0.769089     1.093506     0.896326 
   1876      100     0.522368     0.459181     0.500303 
   1876      101     0.562035     0.498241     0.540156 
   1876      102     0.609728     0.549365     0.589262 
   1876      103     0.658627     0.594406     0.636364 
   1876      104     0.742893     0.747112     0.744285 
   1876      105     0.965300     1.333333     1.029909 
   1877        0     0.157239     0.190128     0.173911 
   1877        1     0.040484     0.040092     0.040284 
   1877        2     0.028730     0.028136     0.028426 
   1877        3     0.019774     0.019507     0.019638 
   1877        4     0.013553     0.013322     0.013435 
   1877        5     0.010493     0.010203     0.010345 
   1877        6     0.007808     0.007718     0.007763 
   1877        7     0.005754     0.005748     0.005751 
   1877        8     0.004539     0.004405     0.004473 
   1877        9     0.003902     0.003696     0.003801 
   1877       10     0.003792     0.003553     0.003675 
   1877       11     0.003988     0.003563     0.003776 
   1877       12     0.004321     0.003630     0.003972 
   1877       13     0.004640     0.003730     0.004180 
   1877       14     0.005057     0.003858     0.004451 
   1877       15     0.005545     0.004039     0.004784 
   1877       16     0.005904     0.004350     0.005120 
   1877       17     0.006318     0.004946     0.005628 
   1877       18     0.006940     0.005938     0.006435 
   1877       19     0.007419     0.007117     0.007267 
   1877       20     0.007732     0.008350     0.008044 
   1877       21     0.008153     0.009549     0.008855 
   1877       22     0.008501     0.010333     0.009418 
   1877       23     0.008571     0.010340     0.009456 
   1877       24     0.008538     0.009839     0.009188 
   1877       25     0.008557     0.009118     0.008837 
   1877       26     0.008718     0.008574     0.008646 
   1877       27     0.009014     0.008354     0.008682 
   1877       28     0.009323     0.008410     0.008864 
   1877       29     0.009622     0.008665     0.009140 
   1877       30     0.009485     0.008709     0.009094 
   1877       31     0.009375     0.008725     0.009046 
   1877       32     0.009549     0.008994     0.009266 
   1877       33     0.009592     0.009220     0.009403 
   1877       34     0.009461     0.009275     0.009366 
   1877       35     0.009399     0.009393     0.009396 
   1877       36     0.009523     0.009694     0.009610 
   1877       37     0.009688     0.010069     0.009882 
   1877       38     0.009775     0.010396     0.010092 
   1877       39     0.009792     0.010673     0.010242 
   1877       40     0.009745     0.010888     0.010329 
   1877       41     0.009790     0.011202     0.010510 
   1877       42     0.010095     0.011752     0.010937 
   1877       43     0.010439     0.012198     0.011334 
   1877       44     0.010654     0.012402     0.011543 
   1877       45     0.010954     0.012627     0.011805 
   1877       46     0.011335     0.013214     0.012282 
   1877       47     0.011801     0.013937     0.012868 
   1877       48     0.012414     0.014630     0.013522 
   1877       49     0.013102     0.015458     0.014281 
   1877       50     0.013821     0.016369     0.015096 
   1877       51     0.014465     0.017257     0.015861 
   1877       52     0.015191     0.018273     0.016731 
   1877       53     0.015873     0.019204     0.017537 
   1877       54     0.016342     0.019903     0.018120 
   1877       55     0.016822     0.020599     0.018707 
   1877       56     0.017659     0.021627     0.019636 
   1877       57     0.019103     0.023136     0.021111 
   1877       58     0.021025     0.024973     0.022991 
   1877       59     0.023319     0.027011     0.025157 
   1877       60     0.026111     0.029454     0.027775 
   1877       61     0.028962     0.031882     0.030420 
   1877       62     0.031577     0.034331     0.032954 
   1877       63     0.034189     0.037100     0.035646 
   1877       64     0.036563     0.039880     0.038223 
   1877       65     0.038543     0.042457     0.040501 
   1877       66     0.040307     0.045976     0.043100 
   1877       67     0.042551     0.050077     0.046195 
   1877       68     0.046680     0.054426     0.050430 
   1877       69     0.051812     0.059494     0.055529 
   1877       70     0.057556     0.064863     0.061089 
   1877       71     0.063157     0.070516     0.066706 
   1877       72     0.069616     0.077597     0.073453 
   1877       73     0.077487     0.086471     0.081800 
   1877       74     0.086085     0.096907     0.091269 
   1877       75     0.095168     0.108633     0.101598 
   1877       76     0.103415     0.120152     0.111337 
   1877       77     0.111980     0.131498     0.121123 
   1877       78     0.121752     0.141625     0.131009 
   1877       79     0.132523     0.151029     0.141082 
   1877       80     0.143941     0.161160     0.151778 
   1877       81     0.158860     0.175522     0.166297 
   1877       82     0.176018     0.194096     0.183885 
   1877       83     0.194761     0.216724     0.204018 
   1877       84     0.212986     0.241095     0.224394 
   1877       85     0.227631     0.262387     0.241160 
   1877       86     0.240661     0.278788     0.254929 
   1877       87     0.253269     0.287145     0.265600 
   1877       88     0.266321     0.286204     0.273504 
   1877       89     0.282093     0.283078     0.282454 
   1877       90     0.304255     0.291864     0.299584 
   1877       91     0.328695     0.305475     0.319680 
   1877       92     0.351921     0.322938     0.340447 
   1877       93     0.371447     0.348963     0.362551 
   1877       94     0.396027     0.397515     0.396599 
   1877       95     0.448409     0.491509     0.464197 
   1877       96     0.515315     0.613320     0.549501 
   1877       97     0.585342     0.751578     0.640706 
   1877       98     0.647851     0.842142     0.712149 
   1877       99     0.751524     0.873182     0.794637 
   1877      100     0.663087     0.595949     0.638173 
   1877      101     0.724242     0.659714     0.700778 
   1877      102     0.823593     0.772297     0.805346 
   1877      103     0.962910     0.948000     0.957714 
   1877      104     1.132321     1.155673     1.140589 
   1877      105     1.545617     2.328767     1.766067 
   1878        0     0.169772     0.205488     0.187873 
   1878        1     0.043204     0.043615     0.043411 
   1878        2     0.029228     0.028861     0.029042 
   1878        3     0.019683     0.019151     0.019410 
   1878        4     0.013466     0.013141     0.013300 
   1878        5     0.010295     0.009990     0.010139 
   1878        6     0.008081     0.007765     0.007920 
   1878        7     0.005909     0.005801     0.005855 
   1878        8     0.004453     0.004455     0.004454 
   1878        9     0.003799     0.003743     0.003771 
   1878       10     0.003675     0.003587     0.003632 
   1878       11     0.003763     0.003589     0.003678 
   1878       12     0.004101     0.003654     0.003878 
   1878       13     0.004608     0.003788     0.004194 
   1878       14     0.005130     0.003967     0.004542 
   1878       15     0.005745     0.004211     0.004970 
   1878       16     0.006278     0.004584     0.005421 
   1878       17     0.006602     0.005081     0.005835 
   1878       18     0.006973     0.005867     0.006416 
   1878       19     0.007486     0.007029     0.007256 
   1878       20     0.007772     0.008215     0.007995 
   1878       21     0.007996     0.009134     0.008570 
   1878       22     0.008393     0.009983     0.009192 
   1878       23     0.008689     0.010358     0.009524 
   1878       24     0.008736     0.009982     0.009359 
   1878       25     0.008745     0.009286     0.009015 
   1878       26     0.008800     0.008756     0.008778 
   1878       27     0.008971     0.008468     0.008719 
   1878       28     0.009246     0.008472     0.008856 
   1878       29     0.009497     0.008728     0.009110 
   1878       30     0.009625     0.009052     0.009336 
   1878       31     0.009331     0.009000     0.009164 
   1878       32     0.009205     0.009002     0.009102 
   1878       33     0.009340     0.009237     0.009287 
   1878       34     0.009313     0.009387     0.009350 
   1878       35     0.009185     0.009420     0.009304 
   1878       36     0.009201     0.009605     0.009407 
   1878       37     0.009399     0.009985     0.009698 
   1878       38     0.009623     0.010423     0.010031 
   1878       39     0.009800     0.010823     0.010322 
   1878       40     0.009927     0.011172     0.010563 
   1878       41     0.010026     0.011435     0.010746 
   1878       42     0.010236     0.011822     0.011043 
   1878       43     0.010643     0.012377     0.011523 
   1878       44     0.011025     0.012735     0.011892 
   1878       45     0.011283     0.012888     0.012097 
   1878       46     0.011662     0.013235     0.012460 
   1878       47     0.012103     0.013992     0.013053 
   1878       48     0.012574     0.014882     0.013726 
   1878       49     0.013177     0.015801     0.014488 
   1878       50     0.013829     0.016856     0.015342 
   1878       51     0.014480     0.017832     0.016156 
   1878       52     0.015158     0.018781     0.016967 
   1878       53     0.016004     0.019826     0.017909 
   1878       54     0.016860     0.020683     0.018766 
   1878       55     0.017673     0.021360     0.019510 
   1878       56     0.018738     0.022268     0.020497 
   1878       57     0.020184     0.023584     0.021877 
   1878       58     0.022213     0.025460     0.023831 
   1878       59     0.024594     0.027702     0.026142 
   1878       60     0.027188     0.030144     0.028660 
   1878       61     0.029928     0.032794     0.031355 
   1878       62     0.032641     0.035379     0.034007 
   1878       63     0.035231     0.038023     0.036624 
   1878       64     0.038089     0.041045     0.039564 
   1878       65     0.040895     0.044100     0.042495 
   1878       66     0.043920     0.047322     0.045617 
   1878       67     0.046676     0.051828     0.049203 
   1878       68     0.049769     0.057026     0.053260 
   1878       69     0.055215     0.062752     0.058840 
   1878       70     0.061596     0.069381     0.065339 
   1878       71     0.068081     0.076157     0.071963 
   1878       72     0.074428     0.083284     0.078672 
   1878       73     0.081971     0.092063     0.086790 
   1878       74     0.091050     0.102478     0.096498 
   1878       75     0.100935     0.114132     0.107212 
   1878       76     0.111213     0.126027     0.118236 
   1878       77     0.120551     0.137741     0.128621 
   1878       78     0.130926     0.150241     0.139892 
   1878       79     0.143171     0.161758     0.151755 
   1878       80     0.156489     0.174006     0.164505 
   1878       81     0.172524     0.190359     0.180565 
   1878       82     0.190957     0.210684     0.199674 
   1878       83     0.211340     0.235004     0.221516 
   1878       84     0.231564     0.260641     0.243635 
   1878       85     0.248527     0.281872     0.261797 
   1878       86     0.264307     0.299339     0.277635 
   1878       87     0.279143     0.310381     0.290561 
   1878       88     0.292478     0.311646     0.299327 
   1878       89     0.305644     0.310629     0.307430 
   1878       90     0.321370     0.324482     0.322512 
   1878       91     0.335544     0.340814     0.337542 
   1878       92     0.346076     0.356407     0.350118 
   1878       93     0.351322     0.373794     0.360268 
   1878       94     0.358840     0.396844     0.373824 
   1878       95     0.397100     0.438282     0.412649 
   1878       96     0.453995     0.485541     0.465137 
   1878       97     0.517065     0.494026     0.509419 
   1878       98     0.574532     0.426639     0.527617 
   1878       99     0.621578     0.307346     0.517310 
   1878      100     0.591907     0.749042     0.649709 
   1878      101     0.636141     0.814698     0.700646 
   1878      102     0.701689     0.909648     0.775003 
   1878      103     0.843868     1.181894     0.956449 
   1878      104     1.141700     1.927007     1.372409 
   1878      105     1.775862     4.166667     2.342105 
   1879        0     0.158140     0.192146     0.175375 
   1879        1     0.040333     0.040797     0.040566 
   1879        2     0.027726     0.028082     0.027905 
   1879        3     0.017925     0.017732     0.017827 
   1879        4     0.012195     0.011777     0.011981 
   1879        5     0.009461     0.009019     0.009235 
   1879        6     0.007693     0.007174     0.007428 
   1879        7     0.006211     0.005635     0.005916 
   1879        8     0.004843     0.004433     0.004637 
   1879        9     0.004085     0.003819     0.003954 
   1879       10     0.003906     0.003648     0.003779 
   1879       11     0.003898     0.003610     0.003757 
   1879       12     0.004033     0.003655     0.003847 
   1879       13     0.004440     0.003790     0.004116 
   1879       14     0.005031     0.004016     0.004518 
   1879       15     0.005601     0.004322     0.004955 
   1879       16     0.006133     0.004761     0.005440 
   1879       17     0.006555     0.005318     0.005929 
   1879       18     0.006799     0.005977     0.006384 
   1879       19     0.007149     0.006958     0.007053 
   1879       20     0.007648     0.008225     0.007939 
   1879       21     0.007945     0.009113     0.008534 
   1879       22     0.008235     0.009705     0.008976 
   1879       23     0.008684     0.010238     0.009464 
   1879       24     0.008924     0.010186     0.009555 
   1879       25     0.008862     0.009468     0.009165 
   1879       26     0.008784     0.008851     0.008818 
   1879       27     0.008787     0.008515     0.008651 
   1879       28     0.008941     0.008442     0.008691 
   1879       29     0.009230     0.008687     0.008956 
   1879       30     0.009530     0.009180     0.009354 
   1879       31     0.009655     0.009514     0.009584 
   1879       32     0.009361     0.009395     0.009378 
   1879       33     0.009342     0.009414     0.009378 
   1879       34     0.009534     0.009601     0.009568 
   1879       35     0.009495     0.009630     0.009564 
   1879       36     0.009397     0.009639     0.009520 
   1879       37     0.009476     0.009888     0.009686 
   1879       38     0.009701     0.010358     0.010036 
   1879       39     0.009898     0.010886     0.010402 
   1879       40     0.010041     0.011382     0.010725 
   1879       41     0.010141     0.011747     0.010960 
   1879       42     0.010252     0.011999     0.011142 
   1879       43     0.010527     0.012402     0.011479 
   1879       44     0.010971     0.012885     0.011939 
   1879       45     0.011365     0.013101     0.012243 
   1879       46     0.011690     0.013315     0.012512 
   1879       47     0.012198     0.013862     0.013040 
   1879       48     0.012774     0.014857     0.013820 
   1879       49     0.013342     0.015992     0.014664 
   1879       50     0.014047     0.017179     0.015610 
   1879       51     0.014777     0.018338     0.016555 
   1879       52     0.015496     0.019370     0.017431 
   1879       53     0.016285     0.020444     0.018358 
   1879       54     0.017235     0.021611     0.019412 
   1879       55     0.018182     0.022567     0.020364 
   1879       56     0.019284     0.023619     0.021440 
   1879       57     0.020706     0.024978     0.022830 
   1879       58     0.022573     0.026747     0.024650 
   1879       59     0.025126     0.029153     0.027133 
   1879       60     0.027917     0.031859     0.029881 
   1879       61     0.030617     0.034491     0.032547 
   1879       62     0.033465     0.037342     0.035397 
   1879       63     0.036184     0.040116     0.038144 
   1879       64     0.038760     0.042954     0.040847 
   1879       65     0.041838     0.046243     0.044030 
   1879       66     0.045204     0.049733     0.047458 
   1879       67     0.049161     0.053693     0.051416 
   1879       68     0.052840     0.059314     0.056000 
   1879       69     0.056881     0.065730     0.061108 
   1879       70     0.063923     0.072886     0.068204 
   1879       71     0.071404     0.080628     0.075808 
   1879       72     0.078501     0.088133     0.083097 
   1879       73     0.085290     0.096049     0.090407 
   1879       74     0.093206     0.105779     0.099161 
   1879       75     0.102194     0.116639     0.109024 
   1879       76     0.112218     0.128658     0.119971 
   1879       77     0.122736     0.140974     0.131309 
   1879       78     0.132660     0.154067     0.142616 
   1879       79     0.145156     0.170127     0.156629 
   1879       80     0.161597     0.187387     0.173394 
   1879       81     0.178596     0.206943     0.191412 
   1879       82     0.197669     0.229569     0.211861 
   1879       83     0.218629     0.255161     0.234522 
   1879       84     0.239541     0.280532     0.256840 
   1879       85     0.257364     0.298948     0.274250 
   1879       86     0.275136     0.313390     0.290007 
   1879       87     0.293622     0.323497     0.304732 
   1879       88     0.311528     0.325779     0.316647 
   1879       89     0.329521     0.326348     0.328396 
   1879       90     0.351308     0.344613     0.348910 
   1879       91     0.372553     0.363372     0.369179 
   1879       92     0.391018     0.375932     0.385281 
   1879       93     0.406020     0.386859     0.398499 
   1879       94     0.420765     0.404294     0.414208 
   1879       95     0.449593     0.441722     0.446508 
   1879       96     0.480272     0.501212     0.488076 
   1879       97     0.504912     0.571897     0.528062 
   1879       98     0.508086     0.575534     0.530408 
   1879       99     0.500723     0.498446     0.499959 
   1879      100     0.591879     0.412785     0.528409 
   1879      101     0.623606     0.419775     0.548018 
   1879      102     0.656310     0.440120     0.577941 
   1879      103     0.731959     0.495146     0.649832 
   1879      104     1.009464     0.458333     0.837310 
   1879      105     2.446602     0.000000     1.668874 
   1880        0     0.173205     0.204389     0.189080 
   1880        1     0.046636     0.047046     0.046842 
   1880        2     0.032209     0.032564     0.032387 
   1880        3     0.021052     0.021267     0.021160 
   1880        4     0.013739     0.013474     0.013604 
   1880        5     0.010416     0.009844     0.010123 
   1880        6     0.008160     0.007523     0.007833 
   1880        7     0.006528     0.005820     0.006165 
   1880        8     0.005283     0.004531     0.004898 
   1880        9     0.004363     0.003779     0.004070 
   1880       10     0.004089     0.003663     0.003879 
   1880       11     0.004103     0.003637     0.003874 
   1880       12     0.004211     0.003660     0.003940 
   1880       13     0.004460     0.003772     0.004122 
   1880       14     0.004988     0.003978     0.004485 
   1880       15     0.005663     0.004294     0.004971 
   1880       16     0.006172     0.004784     0.005471 
   1880       17     0.006641     0.005486     0.006057 
